timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1660568770634,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-177,text,true,,292,0,24,24,null,0,0,0
1660568710595,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-178,text,false,,315,297,23,23,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,6
1660568770642,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-178,text,true,,292,0,23,23,null,0,0,0
1660568710601,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-179,text,false,,315,297,22,22,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,4
1660568770648,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-179,text,true,,291,0,22,22,null,0,0,0
1660568710607,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-180,text,false,,315,297,21,21,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,7
1660568770654,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-180,text,true,,291,0,21,21,null,0,0,0
1660568710611,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-181,text,false,,315,297,20,20,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,5
1660568770658,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-181,text,true,,292,0,20,20,null,0,0,0
1660568710616,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-182,text,false,,315,297,19,19,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770662,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-182,text,true,,291,0,19,19,null,0,0,0
1660568710621,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-183,text,false,,315,297,18,18,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,4
1660568770666,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-183,text,true,,291,0,18,18,null,0,0,0
1660568710625,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-184,text,false,,315,297,17,17,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,5
1660568770669,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-184,text,true,,292,0,17,17,null,0,0,0
1660568710630,60050,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-185,text,false,,315,297,16,16,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60050,0,7
1660568770680,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-185,text,true,,292,0,16,16,null,0,0,0
1660568710636,60047,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-186,text,false,,315,297,15,15,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60047,0,5
1660568770683,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-186,text,true,,292,0,15,15,null,0,0,0
1660568710640,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-187,text,false,,315,297,14,14,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770686,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-187,text,true,,292,0,14,14,null,0,0,0
1660568710645,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-188,text,false,,315,297,13,13,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,6
1660568770691,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-188,text,true,,292,0,13,13,null,0,0,0
1660568710651,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-189,text,false,,315,297,12,12,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770697,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-189,text,true,,292,0,12,12,null,0,0,0
1660568710655,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-190,text,false,,315,297,11,11,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770701,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-190,text,true,,292,0,11,11,null,0,0,0
1660568710661,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-191,text,false,,315,297,10,10,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770707,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-191,text,true,,292,0,10,10,null,0,0,0
1660568710665,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-192,text,false,,315,297,9,9,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770711,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-192,text,true,,292,0,9,9,null,0,0,0
1660568710671,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-193,text,false,,315,297,8,8,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770714,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-193,text,true,,292,0,8,8,null,0,0,0
1660568710675,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-194,text,false,,315,297,7,7,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770721,1,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-194,text,true,,292,0,7,7,null,0,0,0
1660568710681,60050,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-195,text,false,,315,297,6,6,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60050,0,4
1660568710685,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-196,text,false,,315,297,6,6,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,4
1660568770731,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-195,text,true,,292,0,6,6,null,0,0,0
1660568770731,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-196,text,true,,292,0,6,6,null,0,0,0
1660568710691,60043,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-197,text,false,,315,297,4,4,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60043,0,4
1660568770734,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-197,text,true,,292,0,4,4,null,0,0,0
1660568710695,60044,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-198,text,false,,315,297,3,3,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60044,0,5
1660568770739,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-198,text,true,,292,0,3,3,null,0,0,0
1660568710700,60046,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-199,text,false,,315,297,2,2,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60046,0,5
1660568770746,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-199,text,true,,292,0,2,2,null,0,0,0
1660568710706,60045,ApiLoginNormal,504,Gateway Time-out,PrivyNormalTest 1-200,text,false,,315,297,1,1,http://pretest-qa.dcidev.id/api/v1/oauth/sign_in,60045,0,3
1660568770751,0,Debug Sampler Api Login Normal,200,OK,PrivyNormalTest 1-200,text,true,,292,0,1,1,null,0,0,0
